Classification,Occurrences,perc_callcat_tag1,perc_callcat_all_tag1
2,82,0.220430107526882,0.0138047138047138
51.1,95,0.255376344086022,0.015993265993266
51.2,108,0.290322580645161,0.0181818181818182
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
NaN,1,0.00268817204301075,0.000168350168350168
